,Disposable,Faceshield,Reusable
8202,0,0,1
7486,0,0,1
9655,0,0,1
806,0,1,0
4805,1,0,0
10301,0,0,1
10681,0,0,1
9155,0,0,1
7511,0,0,1
8056,0,0,1
4494,1,0,0
2632,1,0,0
10388,0,0,1
8896,0,0,1
8623,0,0,1
7832,0,0,1
4388,1,0,0
145,0,1,0
6467,1,0,0
2033,0,1,0
10650,0,0,1
1165,0,1,0
2050,0,1,0
3760,1,0,0
4435,1,0,0
3430,1,0,0
8190,0,0,1
10222,0,0,1
7069,0,0,1
4361,1,0,0
9454,0,0,1
1771,0,1,0
3511,1,0,0
271,0,1,0
8436,0,0,1
2032,0,1,0
9005,0,0,1
11278,0,0,1
3810,1,0,0
9996,0,0,1
4346,1,0,0
545,0,1,0
3241,1,0,0
8930,0,0,1
8502,0,0,1
9323,0,0,1
11565,0,0,1
7564,0,0,1
920,0,1,0
10640,0,0,1
6640,1,0,0
7694,0,0,1
8230,0,0,1
7126,0,0,1
4278,1,0,0
2983,1,0,0
130,0,1,0
7980,0,0,1
2667,1,0,0
7138,0,0,1
3223,1,0,0
9374,0,0,1
7693,0,0,1
5392,1,0,0
614,0,1,0
11549,0,0,1
1466,0,1,0
4497,1,0,0
3042,1,0,0
9126,0,0,1
2419,0,1,0
5085,1,0,0
3294,1,0,0
6737,1,0,0
1500,0,1,0
9018,0,0,1
1521,0,1,0
10639,0,0,1
4232,1,0,0
7686,0,0,1
8820,0,0,1
4430,1,0,0
390,0,1,0
11501,0,0,1
7124,0,0,1
5913,1,0,0
8592,0,0,1
4806,1,0,0
10448,0,0,1
8238,0,0,1
8044,0,0,1
11415,0,0,1
3993,1,0,0
11146,0,0,1
6609,1,0,0
5319,1,0,0
11478,0,0,1
7119,0,0,1
2421,0,1,0
5604,1,0,0
1750,0,1,0
10520,0,0,1
11340,0,0,1
338,0,1,0
8407,0,0,1
1341,0,1,0
11138,0,0,1
7982,0,0,1
3640,1,0,0
329,0,1,0
10305,0,0,1
3004,1,0,0
6960,0,0,1
4090,1,0,0
9828,0,0,1
2322,0,1,0
6667,1,0,0
7009,0,0,1
4197,1,0,0
3549,1,0,0
9650,0,0,1
8363,0,0,1
4203,1,0,0
10871,0,0,1
10428,0,0,1
6185,1,0,0
1639,0,1,0
9130,0,0,1
60,0,1,0
1240,0,1,0
5760,1,0,0
5136,1,0,0
2343,0,1,0
2120,0,1,0
1524,0,1,0
7617,0,0,1
153,0,1,0
481,0,1,0
6122,1,0,0
7674,0,0,1
7101,0,0,1
1762,0,1,0
8942,0,0,1
7715,0,0,1
9977,0,0,1
10596,0,0,1
7479,0,0,1
6212,1,0,0
4853,1,0,0
2711,1,0,0
6766,1,0,0
4150,1,0,0
1333,0,1,0
10982,0,0,1
8378,0,0,1
9328,0,0,1
10961,0,0,1
11327,0,0,1
10250,0,0,1
10643,0,0,1
3850,1,0,0
8340,0,0,1
4124,1,0,0
10459,0,0,1
4788,1,0,0
2866,1,0,0
1386,0,1,0
5941,1,0,0
3067,1,0,0
10570,0,0,1
3629,1,0,0
11039,0,0,1
10442,0,0,1
3028,1,0,0
2969,1,0,0
9900,0,0,1
8646,0,0,1
6136,1,0,0
8801,0,0,1
4263,1,0,0
645,0,1,0
11266,0,0,1
2074,0,1,0
341,0,1,0
8041,0,0,1
1622,0,1,0
7141,0,0,1
5796,1,0,0
7184,0,0,1
10891,0,0,1
8232,0,0,1
5475,1,0,0
10281,0,0,1
10367,0,0,1
10802,0,0,1
74,0,1,0
11540,0,0,1
10268,0,0,1
8633,0,0,1
10773,0,0,1
2051,0,1,0
2541,0,1,0
1301,0,1,0
5877,1,0,0
7368,0,0,1
1304,0,1,0
8428,0,0,1
10610,0,0,1
2599,1,0,0
2573,0,1,0
3186,1,0,0
2768,1,0,0
4831,1,0,0
4223,1,0,0
11262,0,0,1
2106,0,1,0
2679,1,0,0
1387,0,1,0
10422,0,0,1
11273,0,0,1
7083,0,0,1
1279,0,1,0
804,0,1,0
1555,0,1,0
11071,0,0,1
4566,1,0,0
11283,0,0,1
4841,1,0,0
3594,1,0,0
6035,1,0,0
6852,1,0,0
10112,0,0,1
8705,0,0,1
4177,1,0,0
1308,0,1,0
9106,0,0,1
3452,1,0,0
3695,1,0,0
4242,1,0,0
2198,0,1,0
8966,0,0,1
4425,1,0,0
6150,1,0,0
943,0,1,0
822,0,1,0
5005,1,0,0
6612,1,0,0
8356,0,0,1
5619,1,0,0
4547,1,0,0
2538,0,1,0
9503,0,0,1
5207,1,0,0
11102,0,0,1
10513,0,0,1
3054,1,0,0
3675,1,0,0
7776,0,0,1
7218,0,0,1
6722,1,0,0
3300,1,0,0
3310,1,0,0
7221,0,0,1
8519,0,0,1
5954,1,0,0
832,0,1,0
3462,1,0,0
10892,0,0,1
7643,0,0,1
54,0,1,0
3451,1,0,0
6305,1,0,0
10093,0,0,1
1481,0,1,0
4873,1,0,0
8038,0,0,1
3335,1,0,0
6016,1,0,0
4926,1,0,0
9138,0,0,1
5797,1,0,0
10353,0,0,1
11467,0,0,1
5083,1,0,0
6645,1,0,0
5490,1,0,0
768,0,1,0
2065,0,1,0
11086,0,0,1
7311,0,0,1
8477,0,0,1
11588,0,0,1
4524,1,0,0
2717,1,0,0
2079,0,1,0
8914,0,0,1
951,0,1,0
8058,0,0,1
2482,0,1,0
10454,0,0,1
9181,0,0,1
1759,0,1,0
9984,0,0,1
4422,1,0,0
6704,1,0,0
9916,0,0,1
5182,1,0,0
8533,0,0,1
3701,1,0,0
4243,1,0,0
688,0,1,0
3432,1,0,0
4944,1,0,0
966,0,1,0
11069,0,0,1
10395,0,0,1
2713,1,0,0
4757,1,0,0
11140,0,0,1
6320,1,0,0
5975,1,0,0
3572,1,0,0
5299,1,0,0
1990,0,1,0
1205,0,1,0
4971,1,0,0
11349,0,0,1
6783,1,0,0
3600,1,0,0
6490,1,0,0
8609,0,0,1
11638,0,0,1
8070,0,0,1
8577,0,0,1
7973,0,0,1
10868,0,0,1
1625,0,1,0
536,0,1,0
8766,0,0,1
7970,0,0,1
4212,1,0,0
6456,1,0,0
3507,1,0,0
8393,0,0,1
9524,0,0,1
7112,0,0,1
2708,1,0,0
5031,1,0,0
6514,1,0,0
4662,1,0,0
4021,1,0,0
1854,0,1,0
11113,0,0,1
2872,1,0,0
3030,1,0,0
9397,0,0,1
1645,0,1,0
3417,1,0,0
3476,1,0,0
11147,0,0,1
1792,0,1,0
3797,1,0,0
3368,1,0,0
7196,0,0,1
11251,0,0,1
5109,1,0,0
6024,1,0,0
8795,0,0,1
10848,0,0,1
126,0,1,0
5959,1,0,0
3876,1,0,0
4451,1,0,0
7147,0,0,1
3531,1,0,0
827,0,1,0
9831,0,0,1
7790,0,0,1
984,0,1,0
7783,0,0,1
10380,0,0,1
11181,0,0,1
2443,0,1,0
8554,0,0,1
10541,0,0,1
345,0,1,0
814,0,1,0
6166,1,0,0
5779,1,0,0
2116,0,1,0
10026,0,0,1
793,0,1,0
11597,0,0,1
6898,1,0,0
2674,1,0,0
94,0,1,0
4225,1,0,0
3756,1,0,0
2891,1,0,0
2371,0,1,0
10960,0,0,1
3228,1,0,0
7863,0,0,1
6359,1,0,0
10735,0,0,1
7326,0,0,1
6028,1,0,0
1865,0,1,0
4612,1,0,0
10049,0,0,1
2645,1,0,0
2243,0,1,0
5373,1,0,0
2336,0,1,0
950,0,1,0
1120,0,1,0
2204,0,1,0
419,0,1,0
922,0,1,0
9446,0,0,1
8669,0,0,1
10227,0,0,1
5408,1,0,0
5788,1,0,0
5742,1,0,0
7667,0,0,1
5567,1,0,0
8135,0,0,1
1202,0,1,0
5765,1,0,0
8389,0,0,1
1970,0,1,0
4018,1,0,0
10343,0,0,1
3687,1,0,0
1997,0,1,0
4033,1,0,0
1248,0,1,0
2192,0,1,0
2712,1,0,0
9184,0,0,1
2190,0,1,0
4670,1,0,0
5142,1,0,0
5984,1,0,0
6565,1,0,0
7804,0,0,1
6943,0,0,1
9510,0,0,1
10055,0,0,1
10535,0,0,1
2136,0,1,0
1065,0,1,0
600,0,1,0
4227,1,0,0
7577,0,0,1
77,0,1,0
7546,0,0,1
2898,1,0,0
4820,1,0,0
9506,0,0,1
10860,0,0,1
6413,1,0,0
9444,0,0,1
9064,0,0,1
8007,0,0,1
5468,1,0,0
5951,1,0,0
3391,1,0,0
5415,1,0,0
2560,0,1,0
11536,0,0,1
8162,0,0,1
2635,1,0,0
5256,1,0,0
3530,1,0,0
8567,0,0,1
1908,0,1,0
10811,0,0,1
235,0,1,0
1604,0,1,0
7984,0,0,1
9310,0,0,1
3490,1,0,0
11488,0,0,1
1994,0,1,0
2824,1,0,0
10838,0,0,1
10568,0,0,1
1342,0,1,0
8512,0,0,1
1619,0,1,0
5287,1,0,0
2060,0,1,0
11607,0,0,1
2219,0,1,0
9865,0,0,1
6038,1,0,0
260,0,1,0
10935,0,0,1
10231,0,0,1
9093,0,0,1
3744,1,0,0
2026,0,1,0
6988,0,0,1
4234,1,0,0
1917,0,1,0
1828,0,1,0
9765,0,0,1
6233,1,0,0
10899,0,0,1
6283,1,0,0
4208,1,0,0
224,0,1,0
8915,0,0,1
10002,0,0,1
9333,0,0,1
6469,1,0,0
10987,0,0,1
846,0,1,0
4289,1,0,0
5560,1,0,0
2551,0,1,0
117,0,1,0
8837,0,0,1
5966,1,0,0
8195,0,0,1
8659,0,0,1
7489,0,0,1
5,0,1,0
5342,1,0,0
9111,0,0,1
4324,1,0,0
1063,0,1,0
2590,1,0,0
8434,0,0,1
9352,0,0,1
3735,1,0,0
10589,0,0,1
3517,1,0,0
6986,0,0,1
6767,1,0,0
5622,1,0,0
1605,0,1,0
1733,0,1,0
10516,0,0,1
10908,0,0,1
9504,0,0,1
3812,1,0,0
11232,0,0,1
10554,0,0,1
10167,0,0,1
1761,0,1,0
5401,1,0,0
2739,1,0,0
2472,0,1,0
6738,1,0,0
6891,1,0,0
7943,0,0,1
9685,0,0,1
4206,1,0,0
6371,1,0,0
10350,0,0,1
9361,0,0,1
10348,0,0,1
232,0,1,0
8258,0,0,1
7561,0,0,1
9795,0,0,1
6168,1,0,0
3596,1,0,0
6288,1,0,0
4632,1,0,0
125,0,1,0
7641,0,0,1
6229,1,0,0
1296,0,1,0
1976,0,1,0
11064,0,0,1
11013,0,0,1
10267,0,0,1
5750,1,0,0
8152,0,0,1
3086,1,0,0
10828,0,0,1
6882,1,0,0
10864,0,0,1
7673,0,0,1
3345,1,0,0
8172,0,0,1
10995,0,0,1
5870,1,0,0
6506,1,0,0
2797,1,0,0
918,0,1,0
1646,0,1,0
5122,1,0,0
5126,1,0,0
4621,1,0,0
6809,1,0,0
364,0,1,0
2125,0,1,0
8150,0,0,1
8717,0,0,1
55,0,1,0
638,0,1,0
302,0,1,0
5811,1,0,0
1276,0,1,0
10247,0,0,1
4432,1,0,0
3644,1,0,0
4143,1,0,0
2878,1,0,0
6493,1,0,0
10478,0,0,1
10453,0,0,1
5240,1,0,0
10981,0,0,1
10488,0,0,1
6937,0,0,1
7240,0,0,1
9945,0,0,1
10160,0,0,1
2593,1,0,0
2393,0,1,0
523,0,1,0
6376,1,0,0
6981,0,0,1
6677,1,0,0
3900,1,0,0
11243,0,0,1
5585,1,0,0
10930,0,0,1
7956,0,0,1
7570,0,0,1
6777,1,0,0
10161,0,0,1
671,0,1,0
4188,1,0,0
666,0,1,0
3266,1,0,0
1887,0,1,0
8472,0,0,1
9911,0,0,1
9091,0,0,1
7687,0,0,1
6031,1,0,0
6090,1,0,0
6238,1,0,0
7350,0,0,1
7830,0,0,1
760,0,1,0
6254,1,0,0
1906,0,1,0
3818,1,0,0
6269,1,0,0
4300,1,0,0
5569,1,0,0
7941,0,0,1
10785,0,0,1
4164,1,0,0
5971,1,0,0
3579,1,0,0
2832,1,0,0
5449,1,0,0
3472,1,0,0
6327,1,0,0
137,0,1,0
7043,0,0,1
4892,1,0,0
2180,0,1,0
10320,0,0,1
7730,0,0,1
3177,1,0,0
4854,1,0,0
4637,1,0,0
5115,1,0,0
10859,0,0,1
7648,0,0,1
4261,1,0,0
1331,0,1,0
10209,0,0,1
10674,0,0,1
7002,0,0,1
9550,0,0,1
6941,0,0,1
8017,0,0,1
6241,1,0,0
9521,0,0,1
11648,0,0,1
6881,1,0,0
10342,0,0,1
4530,1,0,0
10314,0,0,1
4673,1,0,0
6996,0,0,1
1252,0,1,0
3374,1,0,0
2814,1,0,0
4719,1,0,0
6544,1,0,0
10040,0,0,1
4858,1,0,0
7901,0,0,1
8580,0,0,1
8427,0,0,1
1077,0,1,0
10176,0,0,1
4363,1,0,0
770,0,1,0
10357,0,0,1
8865,0,0,1
249,0,1,0
9766,0,0,1
7239,0,0,1
3419,1,0,0
10273,0,0,1
10015,0,0,1
4976,1,0,0
4544,1,0,0
5565,1,0,0
7939,0,0,1
716,0,1,0
11265,0,0,1
2048,0,1,0
5997,1,0,0
6600,1,0,0
7245,0,0,1
4178,1,0,0
4809,1,0,0
11067,0,0,1
7140,0,0,1
7190,0,0,1
1460,0,1,0
5989,1,0,0
9860,0,0,1
2000,0,1,0
8175,0,0,1
404,0,1,0
384,0,1,0
11028,0,0,1
11072,0,0,1
10344,0,0,1
1633,0,1,0
11150,0,0,1
4784,1,0,0
11040,0,0,1
6970,0,0,1
3925,1,0,0
4158,1,0,0
7449,0,0,1
8415,0,0,1
2193,0,1,0
10016,0,0,1
1015,0,1,0
5124,1,0,0
7418,0,0,1
7409,0,0,1
8989,0,0,1
2871,1,0,0
9,0,1,0
10136,0,0,1
1838,0,1,0
4804,1,0,0
255,0,1,0
7026,0,0,1
5713,1,0,0
3324,1,0,0
7714,0,0,1
1581,0,1,0
924,0,1,0
2779,1,0,0
10700,0,0,1
7891,0,0,1
6132,1,0,0
5320,1,0,0
7312,0,0,1
7102,0,0,1
6042,1,0,0
3775,1,0,0
4835,1,0,0
4964,1,0,0
539,0,1,0
7483,0,0,1
2745,1,0,0
3719,1,0,0
6819,1,0,0
9337,0,0,1
4468,1,0,0
667,0,1,0
7575,0,0,1
8549,0,0,1
5063,1,0,0
1353,0,1,0
7114,0,0,1
11401,0,0,1
8662,0,0,1
2703,1,0,0
3330,1,0,0
8053,0,0,1
9588,0,0,1
3584,1,0,0
11020,0,0,1
5645,1,0,0
3376,1,0,0
1256,0,1,0
6190,1,0,0
9442,0,0,1
5348,1,0,0
4175,1,0,0
4910,1,0,0
1852,0,1,0
6316,1,0,0
11494,0,0,1
2105,0,1,0
133,0,1,0
5029,1,0,0
928,0,1,0
823,0,1,0
7576,0,0,1
1531,0,1,0
1214,0,1,0
504,0,1,0
10188,0,0,1
6530,1,0,0
3072,1,0,0
10150,0,0,1
9576,0,0,1
9086,0,0,1
8647,0,0,1
6619,1,0,0
9273,0,0,1
3709,1,0,0
11185,0,0,1
4849,1,0,0
4748,1,0,0
4268,1,0,0
11522,0,0,1
8905,0,0,1
4186,1,0,0
10406,0,0,1
5301,1,0,0
2923,1,0,0
6588,1,0,0
1810,0,1,0
3486,1,0,0
7419,0,0,1
3141,1,0,0
10019,0,0,1
9347,0,0,1
1324,0,1,0
4312,1,0,0
7494,0,0,1
8702,0,0,1
9872,0,0,1
8691,0,0,1
11089,0,0,1
10048,0,0,1
9580,0,0,1
10578,0,0,1
5541,1,0,0
6172,1,0,0
1540,0,1,0
9409,0,0,1
2681,1,0,0
11526,0,0,1
6313,1,0,0
1191,0,1,0
5293,1,0,0
1542,0,1,0
7056,0,0,1
2539,0,1,0
953,0,1,0
7241,0,0,1
6731,1,0,0
4846,1,0,0
6801,1,0,0
8010,0,0,1
4330,1,0,0
8924,0,0,1
5334,1,0,0
7330,0,0,1
9348,0,0,1
4729,1,0,0
6541,1,0,0
5305,1,0,0
5161,1,0,0
7860,0,0,1
2156,0,1,0
1062,0,1,0
10808,0,0,1
1167,0,1,0
3636,1,0,0
7651,0,0,1
5588,1,0,0
7192,0,0,1
4491,1,0,0
7266,0,0,1
4980,1,0,0
8335,0,0,1
11604,0,0,1
4946,1,0,0
2782,1,0,0
717,0,1,0
10011,0,0,1
2502,0,1,0
4360,1,0,0
4171,1,0,0
8082,0,0,1
11387,0,0,1
395,0,1,0
7186,0,0,1
11456,0,0,1
4492,1,0,0
1365,0,1,0
11115,0,0,1
8787,0,0,1
5917,1,0,0
4968,1,0,0
2914,1,0,0
10518,0,0,1
5644,1,0,0
3766,1,0,0
3440,1,0,0
7357,0,0,1
6806,1,0,0
9879,0,0,1
2143,0,1,0
5104,1,0,0
5073,1,0,0
1571,0,1,0
4079,1,0,0
1122,0,1,0
2786,1,0,0
2967,1,0,0
2504,0,1,0
5988,1,0,0
8867,0,0,1
11000,0,0,1
7164,0,0,1
728,0,1,0
7587,0,0,1
7543,0,0,1
412,0,1,0
9708,0,0,1
5745,1,0,0
7668,0,0,1
825,0,1,0
3267,1,0,0
3974,1,0,0
8808,0,0,1
8306,0,0,1
417,0,1,0
9817,0,0,1
6748,1,0,0
8967,0,0,1
11088,0,0,1
11254,0,0,1
2082,0,1,0
8945,0,0,1
10738,0,0,1
3373,1,0,0
5726,1,0,0
4107,1,0,0
10636,0,0,1
4380,1,0,0
7723,0,0,1
1066,0,1,0
3913,1,0,0
5536,1,0,0
8002,0,0,1
5387,1,0,0
5732,1,0,0
2738,1,0,0
5052,1,0,0
4000,1,0,0
9760,0,0,1
2427,0,1,0
6833,1,0,0
10123,0,0,1
1687,0,1,0
851,0,1,0
6303,1,0,0
9087,0,0,1
5878,1,0,0
8527,0,0,1
2839,1,0,0
4611,1,0,0
9540,0,0,1
9207,0,0,1
11008,0,0,1
9823,0,0,1
2489,0,1,0
6905,1,0,0
7390,0,0,1
2849,1,0,0
6665,1,0,0
5881,1,0,0
10262,0,0,1
4452,1,0,0
9949,0,0,1
7421,0,0,1
9827,0,0,1
6484,1,0,0
2479,0,1,0
6617,1,0,0
10457,0,0,1
11151,0,0,1
2141,0,1,0
5188,1,0,0
11324,0,0,1
2744,1,0,0
7253,0,0,1
3506,1,0,0
1679,0,1,0
4249,1,0,0
3147,1,0,0
8130,0,0,1
10486,0,0,1
7004,0,0,1
580,0,1,0
9662,0,0,1
4070,1,0,0
3343,1,0,0
7404,0,0,1
3672,1,0,0
559,0,1,0
5237,1,0,0
7805,0,0,1
11041,0,0,1
512,0,1,0
1081,0,1,0
1664,0,1,0
9204,0,0,1
1931,0,1,0
11280,0,0,1
1150,0,1,0
2838,1,0,0
5949,1,0,0
8308,0,0,1
8932,0,0,1
11418,0,0,1
5177,1,0,0
830,0,1,0
8311,0,0,1
4752,1,0,0
11385,0,0,1
11457,0,0,1
635,0,1,0
4465,1,0,0
6799,1,0,0
7987,0,0,1
7079,0,0,1
6966,0,0,1
4142,1,0,0
7027,0,0,1
9183,0,0,1
876,0,1,0
4869,1,0,0
5315,1,0,0
5222,1,0,0
4,0,1,0
3051,1,0,0
5691,1,0,0
3124,1,0,0
10852,0,0,1
2491,0,1,0
3854,1,0,0
4777,1,0,0
9907,0,0,1
7509,0,0,1
6457,1,0,0
6293,1,0,0
1148,0,1,0
574,0,1,0
3769,1,0,0
4146,1,0,0
853,0,1,0
10174,0,0,1
10966,0,0,1
5919,1,0,0
9358,0,0,1
6614,1,0,0
6002,1,0,0
9163,0,0,1
10893,0,0,1
4495,1,0,0
8173,0,0,1
6655,1,0,0
2368,0,1,0
4780,1,0,0
7992,0,0,1
2950,1,0,0
5625,1,0,0
6971,0,0,1
8716,0,0,1
10647,0,0,1
1841,0,1,0
5986,1,0,0
537,0,1,0
2806,1,0,0
5801,1,0,0
5596,1,0,0
7206,0,0,1
7343,0,0,1
7560,0,0,1
8096,0,0,1
784,0,1,0
1409,0,1,0
10729,0,0,1
154,0,1,0
7806,0,0,1
3009,1,0,0
1686,0,1,0
11093,0,0,1
4014,1,0,0
7455,0,0,1
3863,1,0,0
2733,1,0,0
1895,0,1,0
5442,1,0,0
569,0,1,0
6709,1,0,0
5854,1,0,0
1816,0,1,0
10257,0,0,1
8319,0,0,1
3394,1,0,0
3327,1,0,0
11643,0,0,1
6102,1,0,0
2975,1,0,0
980,0,1,0
10492,0,0,1
190,0,1,0
9331,0,0,1
5088,1,0,0
699,0,1,0
11386,0,0,1
606,0,1,0
301,0,1,0
3420,1,0,0
11435,0,0,1
1060,0,1,0
10757,0,0,1
3444,1,0,0
1069,0,1,0
10716,0,0,1
2205,0,1,0
9435,0,0,1
7339,0,0,1
8208,0,0,1
7679,0,0,1
11312,0,0,1
4642,1,0,0
7683,0,0,1
9007,0,0,1
7996,0,0,1
11259,0,0,1
5600,1,0,0
9151,0,0,1
7022,0,0,1
4893,1,0,0
225,0,1,0
3354,1,0,0
5895,1,0,0
10677,0,0,1
8754,0,0,1
3436,1,0,0
1693,0,1,0
6893,1,0,0
1045,0,1,0
3446,1,0,0
8050,0,0,1
9146,0,0,1
11642,0,0,1
10927,0,0,1
11296,0,0,1
4735,1,0,0
4496,1,0,0
1218,0,1,0
6015,1,0,0
9719,0,0,1
3987,1,0,0
4911,1,0,0
9492,0,0,1
4493,1,0,0
6944,0,0,1
5699,1,0,0
8352,0,0,1
956,0,1,0
2869,1,0,0
4433,1,0,0
4973,1,0,0
2961,1,0,0
2200,0,1,0
98,0,1,0
11487,0,0,1
2557,0,1,0
8445,0,0,1
4199,1,0,0
9637,0,0,1
5539,1,0,0
1648,0,1,0
9888,0,0,1
6197,1,0,0
6295,1,0,0
4499,1,0,0
1154,0,1,0
2255,0,1,0
9874,0,0,1
3170,1,0,0
7400,0,0,1
10248,0,0,1
7158,0,0,1
3108,1,0,0
4548,1,0,0
5423,1,0,0
2049,0,1,0
9208,0,0,1
8815,0,0,1
11428,0,0,1
262,0,1,0
4061,1,0,0
5534,1,0,0
6616,1,0,0
8120,0,0,1
8155,0,0,1
1802,0,1,0
4736,1,0,0
11653,0,0,1
2385,0,1,0
6694,1,0,0
5759,1,0,0
1959,0,1,0
2976,1,0,0
8680,0,0,1
1843,0,1,0
1734,0,1,0
2911,1,0,0
11411,0,0,1
8338,0,0,1
1986,0,1,0
9561,0,0,1
6546,1,0,0
7098,0,0,1
2811,1,0,0
659,0,1,0
9986,0,0,1
2511,0,1,0
4282,1,0,0
9339,0,0,1
8800,0,0,1
6287,1,0,0
1930,0,1,0
7125,0,0,1
197,0,1,0
7777,0,0,1
2931,1,0,0
8004,0,0,1
2327,0,1,0
4389,1,0,0
8958,0,0,1
4218,1,0,0
202,0,1,0
3510,1,0,0
4931,1,0,0
5535,1,0,0
9925,0,0,1
5791,1,0,0
10969,0,0,1
1707,0,1,0
5172,1,0,0
5249,1,0,0
6528,1,0,0
11485,0,0,1
5855,1,0,0
8164,0,0,1
854,0,1,0
4737,1,0,0
10352,0,0,1
698,0,1,0
11344,0,0,1
11191,0,0,1
3696,1,0,0
1636,0,1,0
7280,0,0,1
7554,0,0,1
3581,1,0,0
1291,0,1,0
6585,1,0,0
1853,0,1,0
5232,1,0,0
3763,1,0,0
3304,1,0,0
1495,0,1,0
7994,0,0,1
1998,0,1,0
663,0,1,0
3748,1,0,0
4413,1,0,0
5530,1,0,0
5575,1,0,0
8901,0,0,1
7526,0,0,1
9474,0,0,1
5864,1,0,0
10867,0,0,1
6776,1,0,0
1306,0,1,0
7392,0,0,1
10429,0,0,1
5592,1,0,0
10230,0,0,1
9721,0,0,1
1663,0,1,0
5450,1,0,0
11583,0,0,1
11606,0,0,1
3627,1,0,0
2693,1,0,0
11252,0,0,1
9789,0,0,1
10921,0,0,1
10817,0,0,1
5915,1,0,0
3157,1,0,0
9914,0,0,1
6668,1,0,0
1059,0,1,0
4636,1,0,0
3242,1,0,0
1678,0,1,0
6892,1,0,0
6374,1,0,0
7574,0,0,1
1757,0,1,0
6019,1,0,0
5116,1,0,0
8755,0,0,1
7408,0,0,1
2790,1,0,0
863,0,1,0
7858,0,0,1
1484,0,1,0
7035,0,0,1
7721,0,0,1
5977,1,0,0
5134,1,0,0
206,0,1,0
4488,1,0,0
6938,0,0,1
9062,0,0,1
6910,1,0,0
502,0,1,0
7385,0,0,1
1028,0,1,0
3840,1,0,0
10882,0,0,1
8110,0,0,1
5056,1,0,0
9762,0,0,1
8154,0,0,1
10965,0,0,1
2731,1,0,0
8996,0,0,1
2454,0,1,0
7215,0,0,1
3104,1,0,0
8392,0,0,1
6278,1,0,0
3099,1,0,0
6184,1,0,0
10470,0,0,1
3561,1,0,0
5892,1,0,0
391,0,1,0
6736,1,0,0
5618,1,0,0
5258,1,0,0
9687,0,0,1
2695,1,0,0
2027,0,1,0
5463,1,0,0
2568,0,1,0
8006,0,0,1
64,0,1,0
2062,0,1,0
5276,1,0,0
7208,0,0,1
8684,0,0,1
8571,0,0,1
6331,1,0,0
4859,1,0,0
4887,1,0,0
9268,0,0,1
878,0,1,0
8529,0,0,1
7916,0,0,1
6863,1,0,0
7892,0,0,1
6439,1,0,0
7869,0,0,1
1016,0,1,0
9467,0,0,1
7629,0,0,1
11534,0,0,1
995,0,1,0
10173,0,0,1
4297,1,0,0
161,0,1,0
5675,1,0,0
6873,1,0,0
9692,0,0,1
7989,0,0,1
3843,1,0,0
10805,0,0,1
1021,0,1,0
3073,1,0,0
7555,0,0,1
3943,1,0,0
1585,0,1,0
10147,0,0,1
3152,1,0,0
8226,0,0,1
775,0,1,0
10748,0,0,1
9670,0,0,1
7099,0,0,1
5486,1,0,0
6235,1,0,0
9555,0,0,1
7041,0,0,1
2612,1,0,0
7513,0,0,1
11016,0,0,1
10233,0,0,1
8433,0,0,1
10253,0,0,1
10555,0,0,1
8792,0,0,1
10627,0,0,1
5393,1,0,0
11080,0,0,1
8838,0,0,1
3890,1,0,0
3556,1,0,0
11394,0,0,1
1528,0,1,0
1267,0,1,0
7734,0,0,1
1899,0,1,0
4658,1,0,0
3005,1,0,0
2734,1,0,0
189,0,1,0
9998,0,0,1
9167,0,0,1
2747,1,0,0
2047,0,1,0
7849,0,0,1
2558,0,1,0
9274,0,0,1
8666,0,0,1
11096,0,0,1
6396,1,0,0
3385,1,0,0
4555,1,0,0
1184,0,1,0
6420,1,0,0
5051,1,0,0
5311,1,0,0
2433,0,1,0
6949,0,0,1
10583,0,0,1
769,0,1,0
1685,0,1,0
8322,0,0,1
11111,0,0,1
11363,0,0,1
11636,0,0,1
5578,1,0,0
4426,1,0,0
466,0,1,0
6265,1,0,0
5734,1,0,0
11284,0,0,1
5191,1,0,0
5390,1,0,0
860,0,1,0
7270,0,0,1
